iter	Logloss
871	0.1356445329
872	0.1355822839
873	0.1355406702
874	0.1354990434
875	0.1354443525
876	0.1354018529
877	0.1353342853
878	0.1352764884
879	0.1352095027
880	0.1351564089
881	0.1350874617
882	0.1350505596
883	0.1350090523
884	0.1349729008
885	0.1349084333
886	0.1348736682
887	0.1348136503
888	0.1347501081
889	0.1346957932
890	0.1346366013
891	0.1345917625
892	0.1345204769
893	0.1344780829
894	0.1344298469
895	0.1343811565
896	0.1343292355
897	0.134275347
898	0.1342254617
899	0.1341552556
900	0.1340904219
901	0.1340592223
902	0.1340048603
903	0.1339500677
904	0.1338918177
905	0.1338424123
906	0.133790596
907	0.1337120963
908	0.1336623022
909	0.1336007228
910	0.1335713747
911	0.1335031416
912	0.1334506904
913	0.1333852497
914	0.1333556205
915	0.1333048286
916	0.1332474073
917	0.1331945546
918	0.1331309645
919	0.1330858447
920	0.133015494
921	0.1329541202
922	0.1328943655
923	0.1328345023
924	0.1327933362
925	0.1327375145
926	0.1327051824
927	0.1326658889
928	0.1325951373
929	0.1325452143
930	0.1324953007
931	0.1324278471
932	0.1323735449
933	0.1323397687
934	0.1322886145
935	0.1322209621
936	0.1321685244
937	0.1321199955
938	0.1320754407
939	0.1320102717
940	0.1319833535
941	0.1319353752
942	0.1318910408
943	0.131830889
944	0.1317886793
945	0.1317417251
946	0.1316699749
947	0.1316234457
948	0.1315732261
949	0.1315239915
950	0.1314945632
951	0.1314407043
952	0.1314045664
953	0.1313720665
954	0.1313261566
955	0.1312846553
956	0.1312342563
957	0.1311745559
958	0.1311336543
959	0.1311007847
960	0.1310368996
961	0.1309938473
962	0.1309449145
963	0.1309225057
964	0.1308727409
965	0.1308282827
966	0.1307661875
967	0.1306994417
968	0.1306554561
969	0.1306150241
970	0.1305798603
971	0.1305552406
972	0.1305055211
973	0.1304578268
974	0.1304286584
975	0.1303861326
976	0.1303067271
977	0.1302455872
978	0.1301869397
979	0.1301225637
980	0.1300744629
981	0.130027977
982	0.1299916403
983	0.1299514872
984	0.1298984896
985	0.1298330561
986	0.1297700166
987	0.1297257665
988	0.1296796485
989	0.1296428752
990	0.1295639369
991	0.129529616
992	0.1294868223
993	0.1294275653
994	0.1294022518
995	0.129363756
996	0.1293103922
997	0.1292546298
998	0.1292242122
999	0.1291797074
